Site,Year,Analyte ,PAH,Percent
Bayshore,2018,Acenaphthene,0.005,4.166666667
Black Beach,2018,Acenaphthene,0.005,5.882352941
Courtenay Bay,2018,Acenaphthene,0.06,0.855920114
Digby Ferry Terminal,2018,Acenaphthene,0.55,2.06224222
Hazen Creek Nearshore,2018,Acenaphthene,0.005,5.263157895
Inner Harbour,2018,Acenaphthene,0.04,0.539811066
Little River,2018,Acenaphthene,0.02,1.044386423
Marsh Creek WS DS,2018,Acenaphthene,0.05,0.712250712
Saints Rest Beach,2018,Acenaphthene,0.005,5.882352941
Spar Cove,2018,Acenaphthene,0.005,2.222222222
Tin Can Beach,2018,Acenaphthene,0.15,2.071823204
Bayshore,2018,Acenaphthylene,0.005,4.166666667
Black Beach,2018,Acenaphthylene,0.005,5.882352941
Courtenay Bay,2018,Acenaphthylene,0.01,0.142653352
Digby Ferry Terminal,2018,Acenaphthylene,0.12,0.449943757
Hazen Creek Nearshore,2018,Acenaphthylene,0.005,5.263157895
Inner Harbour,2018,Acenaphthylene,0.04,0.539811066
Little River,2018,Acenaphthylene,0.005,0.261096606
Marsh Creek WS DS,2018,Acenaphthylene,0.02,0.284900285
Saints Rest Beach,2018,Acenaphthylene,0.005,5.882352941
Spar Cove,2018,Acenaphthylene,0.005,2.222222222
Tin Can Beach,2018,Acenaphthylene,0.04,0.552486188
Bayshore,2018,Anthracene,0.005,4.166666667
Black Beach,2018,Anthracene,0.005,5.882352941
Courtenay Bay,2018,Anthracene,0.35,4.992867332
Digby Ferry Terminal,2018,Anthracene,1.3,4.874390701
Hazen Creek Nearshore,2018,Anthracene,0.01,10.52631579
Inner Harbour,2018,Anthracene,0.23,3.10391363
Little River,2018,Anthracene,0.06,3.133159269
Marsh Creek WS DS,2018,Anthracene,0.38,5.413105413
Saints Rest Beach,2018,Anthracene,0.005,5.882352941
Spar Cove,2018,Anthracene,0.005,2.222222222
Tin Can Beach,2018,Anthracene,0.27,3.729281768
Bayshore,2018,Benz[a]anthracene,0.01,8.333333333
Black Beach,2018,Benz[a]anthracene,0.005,5.882352941
Courtenay Bay,2018,Benz[a]anthracene,0.73,10.41369472
Digby Ferry Terminal,2018,Benz[a]anthracene,2,7.499062617
Hazen Creek Nearshore,2018,Benz[a]anthracene,0.005,5.263157895
Inner Harbour,2018,Benz[a]anthracene,0.69,9.311740891
Little River,2018,Benz[a]anthracene,0.14,7.310704961
Marsh Creek WS DS,2018,Benz[a]anthracene,0.66,9.401709402
Saints Rest Beach,2018,Benz[a]anthracene,0.005,5.882352941
Spar Cove,2018,Benz[a]anthracene,0.02,8.888888889
Tin Can Beach,2018,Benz[a]anthracene,0.55,7.596685083
Bayshore,2018,"Benzo(g,h,i)perylene-D12",0.005,4.166666667
Black Beach,2018,"Benzo(g,h,i)perylene-D12",0.005,5.882352941
Courtenay Bay,2018,"Benzo(g,h,i)perylene-D12",0.14,1.997146933
Digby Ferry Terminal,2018,"Benzo(g,h,i)perylene-D12",0.39,1.46231721
Hazen Creek Nearshore,2018,"Benzo(g,h,i)perylene-D12",0.005,5.263157895
Inner Harbour,2018,"Benzo(g,h,i)perylene-D12",0.2,2.699055331
Little River,2018,"Benzo(g,h,i)perylene-D12",0.27,14.09921671
Marsh Creek WS DS,2018,"Benzo(g,h,i)perylene-D12",0.19,2.706552707
Saints Rest Beach,2018,"Benzo(g,h,i)perylene-D12",0.005,5.882352941
Spar Cove,2018,"Benzo(g,h,i)perylene-D12",0.005,2.222222222
Tin Can Beach,2018,"Benzo(g,h,i)perylene-D12",0.13,1.79558011
Bayshore,2018,Benzo[a]pyrene,0.005,4.166666667
Black Beach,2018,Benzo[a]pyrene,0.005,5.882352941
Courtenay Bay,2018,Benzo[a]pyrene,0.44,6.276747504
Digby Ferry Terminal,2018,Benzo[a]pyrene,1.2,4.49943757
Hazen Creek Nearshore,2018,Benzo[a]pyrene,0.005,5.263157895
Inner Harbour,2018,Benzo[a]pyrene,0.57,7.692307692
Little River,2018,Benzo[a]pyrene,0.11,5.744125326
Marsh Creek WS DS,2018,Benzo[a]pyrene,0.37,5.270655271
Saints Rest Beach,2018,Benzo[a]pyrene,0.005,5.882352941
Spar Cove,2018,Benzo[a]pyrene,0.01,4.444444444
Tin Can Beach,2018,Benzo[a]pyrene,0.38,5.248618785
Bayshore,2018,"Benzo[b,j]fluoranthene",0.01,8.333333333
Black Beach,2018,"Benzo[b,j]fluoranthene",0.005,5.882352941
Courtenay Bay,2018,"Benzo[b,j]fluoranthene",0.72,10.27104137
Digby Ferry Terminal,2018,"Benzo[b,j]fluoranthene",1.7,6.374203225
Hazen Creek Nearshore,2018,"Benzo[b,j]fluoranthene",0.005,5.263157895
Inner Harbour,2018,"Benzo[b,j]fluoranthene",0.76,10.25641026
Little River,2018,"Benzo[b,j]fluoranthene",0.1,5.221932115
Marsh Creek WS DS,2018,"Benzo[b,j]fluoranthene",0.95,13.53276353
Saints Rest Beach,2018,"Benzo[b,j]fluoranthene",0.005,5.882352941
Spar Cove,2018,"Benzo[b,j]fluoranthene",0.02,8.888888889
Tin Can Beach,2018,"Benzo[b,j]fluoranthene",0.58,8.011049724
Bayshore,2018,Benzo[e]pyrene,0.005,4.166666667
Black Beach,2018,Benzo[e]pyrene,0.005,5.882352941
Courtenay Bay,2018,Benzo[e]pyrene,0.34,4.85021398
Digby Ferry Terminal,2018,Benzo[e]pyrene,0.81,3.03712036
Hazen Creek Nearshore,2018,Benzo[e]pyrene,0.005,5.263157895
Inner Harbour,2018,Benzo[e]pyrene,0.38,5.128205128
Little River,2018,Benzo[e]pyrene,0.3,15.66579634
Marsh Creek WS DS,2018,Benzo[e]pyrene,0.43,6.125356125
Saints Rest Beach,2018,Benzo[e]pyrene,0.005,5.882352941
Spar Cove,2018,Benzo[e]pyrene,0.02,8.888888889
Tin Can Beach,2018,Benzo[e]pyrene,0.31,4.281767956
Bayshore,2018,Benzo[k]fluoranthene,0.005,4.166666667
Black Beach,2018,Benzo[k]fluoranthene,0.005,5.882352941
Courtenay Bay,2018,Benzo[k]fluoranthene,0.27,3.851640514
Digby Ferry Terminal,2018,Benzo[k]fluoranthene,0.67,2.512185977
Hazen Creek Nearshore,2018,Benzo[k]fluoranthene,0.005,5.263157895
Inner Harbour,2018,Benzo[k]fluoranthene,0.3,4.048582996
Little River,2018,Benzo[k]fluoranthene,0.04,2.088772846
Marsh Creek WS DS,2018,Benzo[k]fluoranthene,0.38,5.413105413
Saints Rest Beach,2018,Benzo[k]fluoranthene,0.005,5.882352941
Spar Cove,2018,Benzo[k]fluoranthene,0.005,2.222222222
Tin Can Beach,2018,Benzo[k]fluoranthene,0.22,3.038674033
Bayshore,2018,Chrysene + Triphenylene,0.005,4.166666667
Black Beach,2018,Chrysene + Triphenylene,0.005,5.882352941
Courtenay Bay,2018,Chrysene + Triphenylene,0.66,9.415121255
Digby Ferry Terminal,2018,Chrysene + Triphenylene,1.8,6.749156355
Hazen Creek Nearshore,2018,Chrysene + Triphenylene,0.005,5.263157895
Inner Harbour,2018,Chrysene + Triphenylene,0.62,8.367071525
Little River,2018,Chrysene + Triphenylene,0.14,7.310704961
Marsh Creek WS DS,2018,Chrysene + Triphenylene,0.93,13.24786325
Saints Rest Beach,2018,Chrysene + Triphenylene,0.005,5.882352941
Spar Cove,2018,Chrysene + Triphenylene,0.02,8.888888889
Tin Can Beach,2018,Chrysene + Triphenylene,0.53,7.320441989
Bayshore,2018,"Dibenz[a,h]anthracene",0.005,4.166666667
Black Beach,2018,"Dibenz[a,h]anthracene",0.005,5.882352941
Courtenay Bay,2018,"Dibenz[a,h]anthracene",0.04,0.570613409
Digby Ferry Terminal,2018,"Dibenz[a,h]anthracene",0.13,0.48743907
Hazen Creek Nearshore,2018,"Dibenz[a,h]anthracene",0.005,5.263157895
Inner Harbour,2018,"Dibenz[a,h]anthracene",0.06,0.809716599
Little River,2018,"Dibenz[a,h]anthracene",0.04,2.088772846
Marsh Creek WS DS,2018,"Dibenz[a,h]anthracene",0.05,0.712250712
Saints Rest Beach,2018,"Dibenz[a,h]anthracene",0.005,5.882352941
Spar Cove,2018,"Dibenz[a,h]anthracene",0.005,2.222222222
Tin Can Beach,2018,"Dibenz[a,h]anthracene",0.04,0.552486188
Bayshore,2018,Fluoranthene,0.02,16.66666667
Black Beach,2018,Fluoranthene,0.005,5.882352941
Courtenay Bay,2018,Fluoranthene,1.4,19.97146933
Digby Ferry Terminal,2018,Fluoranthene,4.8,17.99775028
Hazen Creek Nearshore,2018,Fluoranthene,0.01,10.52631579
Inner Harbour,2018,Fluoranthene,1.3,17.54385965
Little River,2018,Fluoranthene,0.22,11.48825065
Marsh Creek WS DS,2018,Fluoranthene,0.92,13.10541311
Saints Rest Beach,2018,Fluoranthene,0.005,5.882352941
Spar Cove,2018,Fluoranthene,0.04,17.77777778
Tin Can Beach,2018,Fluoranthene,1.3,17.9558011
Bayshore,2018,Fluorene,0.005,4.166666667
Black Beach,2018,Fluorene,0.005,5.882352941
Courtenay Bay,2018,Fluorene,0.13,1.854493581
Digby Ferry Terminal,2018,Fluorene,0.82,3.074615673
Hazen Creek Nearshore,2018,Fluorene,0.005,5.263157895
Inner Harbour,2018,Fluorene,0.08,1.079622132
Little River,2018,Fluorene,0.02,1.044386423
Marsh Creek WS DS,2018,Fluorene,0.15,2.136752137
Saints Rest Beach,2018,Fluorene,0.005,5.882352941
Spar Cove,2018,Fluorene,0.005,2.222222222
Tin Can Beach,2018,Fluorene,0.17,2.348066298
Bayshore,2018,"Indeno[1,2,3-cd]pyrene",0.005,4.166666667
Black Beach,2018,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Courtenay Bay,2018,"Indeno[1,2,3-cd]pyrene",0.16,2.282453638
Digby Ferry Terminal,2018,"Indeno[1,2,3-cd]pyrene",0.48,1.799775028
Hazen Creek Nearshore,2018,"Indeno[1,2,3-cd]pyrene",0.005,5.263157895
Inner Harbour,2018,"Indeno[1,2,3-cd]pyrene",0.24,3.238866397
Little River,2018,"Indeno[1,2,3-cd]pyrene",0.1,5.221932115
Marsh Creek WS DS,2018,"Indeno[1,2,3-cd]pyrene",0.23,3.276353276
Saints Rest Beach,2018,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Spar Cove,2018,"Indeno[1,2,3-cd]pyrene",0.005,2.222222222
Tin Can Beach,2018,"Indeno[1,2,3-cd]pyrene",0.15,2.071823204
Bayshore,2018,Naphthalene,0.005,4.166666667
Black Beach,2018,Naphthalene,0.005,5.882352941
Courtenay Bay,2018,Naphthalene,0.05,0.713266762
Digby Ferry Terminal,2018,Naphthalene,1,3.749531309
Hazen Creek Nearshore,2018,Naphthalene,0.005,5.263157895
Inner Harbour,2018,Naphthalene,0.04,0.539811066
Little River,2018,Naphthalene,0.01,0.522193211
Marsh Creek WS DS,2018,Naphthalene,0.04,0.56980057
Saints Rest Beach,2018,Naphthalene,0.005,5.882352941
Spar Cove,2018,Naphthalene,0.005,2.222222222
Tin Can Beach,2018,Naphthalene,0.22,3.038674033
Bayshore,2018,Phenanthrene,0.01,8.333333333
Black Beach,2018,Phenanthrene,0.005,5.882352941
Courtenay Bay,2018,Phenanthrene,0.64,9.129814551
Digby Ferry Terminal,2018,Phenanthrene,5,18.74765654
Hazen Creek Nearshore,2018,Phenanthrene,0.005,5.263157895
Inner Harbour,2018,Phenanthrene,0.76,10.25641026
Little River,2018,Phenanthrene,0.14,7.310704961
Marsh Creek WS DS,2018,Phenanthrene,0.6,8.547008547
Saints Rest Beach,2018,Phenanthrene,0.005,5.882352941
Spar Cove,2018,Phenanthrene,0.02,8.888888889
Tin Can Beach,2018,Phenanthrene,1.1,15.19337017
Bayshore,2018,Pyrene,0.01,8.333333333
Black Beach,2018,Pyrene,0.005,5.882352941
Courtenay Bay,2018,Pyrene,0.87,12.41084165
Digby Ferry Terminal,2018,Pyrene,3.9,14.6231721
Hazen Creek Nearshore,2018,Pyrene,0.005,5.263157895
Inner Harbour,2018,Pyrene,1.1,14.84480432
Little River,2018,Pyrene,0.2,10.44386423
Marsh Creek WS DS,2018,Pyrene,0.67,9.544159544
Saints Rest Beach,2018,Pyrene,0.005,5.882352941
Spar Cove,2018,Pyrene,0.03,13.33333333
Tin Can Beach,2018,Pyrene,1.1,15.19337017
Bayshore,2018,Total PAH,0.12,100
Black Beach,2018,Total PAH,0.085,100
Courtenay Bay,2018,Total PAH,7.01,100
Digby Ferry Terminal,2018,Total PAH,26.67,100
Hazen Creek Nearshore,2018,Total PAH,0.095,100
Inner Harbour,2018,Total PAH,7.41,100
Little River,2018,Total PAH,1.915,100
Marsh Creek WS DS,2018,Total PAH,7.02,100
Saints Rest Beach,2018,Total PAH,0.085,100
Spar Cove,2018,Total PAH,0.225,100
Tin Can Beach,2018,Total PAH,7.24,100
Bayshore,2019,Acenaphthene,0.01,5.882352941
Bayshore,2019,Acenaphthene,0.01,5.882352941
Bayshore,2019,Acenaphthene,0.005,5.882352941
Black Beach,2019,Acenaphthene,0.01,5.882352941
Black Beach,2019,Acenaphthene,0.01,5.882352941
Black Beach,2019,Acenaphthene,0.005,5
Courtenay Bay,2019,Acenaphthene,0.03,1.754385965
Courtenay Bay,2019,Acenaphthene,0.02,1.298701299
Courtenay Bay,2019,Acenaphthene,0.03,0.896860987
Digby Ferry Terminal,2019,Acenaphthene,0.01,4.347826087
Digby Ferry Terminal,2019,Acenaphthene,0.06,2.316602317
Digby Ferry Terminal,2019,Acenaphthene,0.01,1.204819277
Hazen Creek Mouth,2019,Acenaphthene,0.01,5.882352941
Hazen Creek Mouth,2019,Acenaphthene,0.01,4
Hazen Creek Mouth,2019,Acenaphthene,0.005,5.882352941
Hazen Creek Nearshore,2019,Acenaphthene,0.01,5.882352941
Hazen Creek Nearshore,2019,Acenaphthene,0.01,5
Hazen Creek Nearshore,2019,Acenaphthene,0.005,5.882352941
Inner Harbour,2019,Acenaphthene,0.01,2.5
Inner Harbour,2019,Acenaphthene,0.01,2.631578947
Inner Harbour,2019,Acenaphthene,0.005,0.99009901
Little River,2019,Acenaphthene,0.05,3.816793893
Little River,2019,Acenaphthene,0.02,1.801801802
Little River,2019,Acenaphthene,0.06,0.991735537
Marsh Creek WS DS,2019,Acenaphthene,0.15,1.068376068
Marsh Creek WS DS,2019,Acenaphthene,0.57,0.340664595
Marsh Creek WS DS,2019,Acenaphthene,0.2,0.582580833
Mispec,2019,Acenaphthene,0.01,5.882352941
Mispec,2019,Acenaphthene,0.01,5.882352941
Mispec,2019,Acenaphthene,0.005,5.882352941
Saints Rest Beach,2019,Acenaphthene,0.01,5.882352941
Saints Rest Beach,2019,Acenaphthene,0.01,5.882352941
Saints Rest Beach,2019,Acenaphthene,0.005,5.882352941
Spar Cove,2019,Acenaphthene,0.02,0.555555556
Spar Cove,2019,Acenaphthene,0.09,0.551470588
Tin Can Beach,2019,Acenaphthene,0.03,1.428571429
Tin Can Beach,2019,Acenaphthene,0.01,0.680272109
Tin Can Beach,2019,Acenaphthene,0.005,0.237529691
Bayshore,2019,Acenaphthylene,0.01,5.882352941
Bayshore,2019,Acenaphthylene,0.01,5.882352941
Bayshore,2019,Acenaphthylene,0.005,5.882352941
Black Beach,2019,Acenaphthylene,0.01,5.882352941
Black Beach,2019,Acenaphthylene,0.01,5.882352941
Black Beach,2019,Acenaphthylene,0.005,5
Courtenay Bay,2019,Acenaphthylene,0.01,0.584795322
Courtenay Bay,2019,Acenaphthylene,0.01,0.649350649
Courtenay Bay,2019,Acenaphthylene,0.005,0.149476831
Digby Ferry Terminal,2019,Acenaphthylene,0.01,4.347826087
Digby Ferry Terminal,2019,Acenaphthylene,0.01,0.386100386
Digby Ferry Terminal,2019,Acenaphthylene,0.005,0.602409639
Hazen Creek Mouth,2019,Acenaphthylene,0.01,5.882352941
Hazen Creek Mouth,2019,Acenaphthylene,0.01,4
Hazen Creek Mouth,2019,Acenaphthylene,0.005,5.882352941
Hazen Creek Nearshore,2019,Acenaphthylene,0.01,5.882352941
Hazen Creek Nearshore,2019,Acenaphthylene,0.01,5
Hazen Creek Nearshore,2019,Acenaphthylene,0.005,5.882352941
Inner Harbour,2019,Acenaphthylene,0.01,2.5
Inner Harbour,2019,Acenaphthylene,0.01,2.631578947
Inner Harbour,2019,Acenaphthylene,0.005,0.99009901
Little River,2019,Acenaphthylene,0.05,3.816793893
Little River,2019,Acenaphthylene,0.04,3.603603604
Little River,2019,Acenaphthylene,0.23,3.801652893
Marsh Creek WS DS,2019,Acenaphthylene,0.13,0.925925926
Marsh Creek WS DS,2019,Acenaphthylene,0.26,0.155390868
Marsh Creek WS DS,2019,Acenaphthylene,0.1,0.291290417
Mispec,2019,Acenaphthylene,0.01,5.882352941
Mispec,2019,Acenaphthylene,0.01,5.882352941
Mispec,2019,Acenaphthylene,0.005,5.882352941
Saints Rest Beach,2019,Acenaphthylene,0.01,5.882352941
Saints Rest Beach,2019,Acenaphthylene,0.01,5.882352941
Saints Rest Beach,2019,Acenaphthylene,0.005,5.882352941
Spar Cove,2019,Acenaphthylene,0.02,0.555555556
Spar Cove,2019,Acenaphthylene,0.11,0.674019608
Tin Can Beach,2019,Acenaphthylene,0.02,0.952380952
Tin Can Beach,2019,Acenaphthylene,0.01,0.680272109
Tin Can Beach,2019,Acenaphthylene,0.02,0.950118765
Bayshore,2019,Anthracene,0.01,5.882352941
Bayshore,2019,Anthracene,0.01,5.882352941
Bayshore,2019,Anthracene,0.005,5.882352941
Black Beach,2019,Anthracene,0.01,5.882352941
Black Beach,2019,Anthracene,0.01,5.882352941
